Date,AAPL_Open,AAPL_High,AAPL_Low,AAPL_Close,AAPL_Adj Close,AAPL_Volume,^GSPC_Open,^GSPC_High,^GSPC_Low,^GSPC_Close,^GSPC_Adj Close,^GSPC_Volume,MSFT_Open,MSFT_High,MSFT_Low,MSFT_Close,MSFT_Adj Close,MSFT_Volume
2018-01-02,42.540000915527344,43.07500076293945,42.314998626708984,43.064998626708984,40.67097091674805,102223600,2683.72998046875,2695.889892578125,2682.360107421875,2695.81005859375,2695.81005859375,3397430000,86.12999725341797,86.30999755859375,85.5,85.94999694824219,80.08092498779297,22483800
2018-01-03,43.13249969482422,43.63750076293945,42.9900016784668,43.057498931884766,40.66389846801758,118071600,2697.85009765625,2714.3701171875,2697.77001953125,2713.06005859375,2713.06005859375,3544030000,86.05999755859375,86.51000213623047,85.97000122070312,86.3499984741211,80.45360565185547,26061400
2018-01-04,43.1349983215332,43.36750030517578,43.02000045776367,43.25749969482422,40.8527717590332,89738400,2719.31005859375,2729.2900390625,2719.070068359375,2723.989990234375,2723.989990234375,3697340000,86.58999633789062,87.66000366210938,86.56999969482422,87.11000061035156,81.16172790527344,21912000
2018-01-05,43.36000061035156,43.842498779296875,43.26250076293945,43.75,41.31789779663086,94640000,2731.330078125,2743.449951171875,2727.919921875,2743.14990234375,2743.14990234375,3239280000,87.66000366210938,88.41000366210938,87.43000030517578,88.19000244140625,82.16795349121094,23407100
2018-01-08,43.587501525878906,43.90250015258789,43.48249816894531,43.587501525878906,41.1644287109375,82271200,2742.669921875,2748.510009765625,2737.60009765625,2747.7099609375,2747.7099609375,3246160000,88.19999694824219,88.58000183105469,87.5999984741211,88.27999877929688,82.25181579589844,22113000
2018-01-09,43.63750076293945,43.76499938964844,43.352500915527344,43.58250045776367,41.159706115722656,86336000,2751.14990234375,2759.139892578125,2747.860107421875,2751.2900390625,2751.2900390625,3467460000,88.6500015258789,88.7300033569336,87.86000061035156,88.22000122070312,82.19591522216797,19484300
2018-01-10,43.290000915527344,43.57500076293945,43.25,43.5724983215332,41.1502685546875,95839600,2745.550048828125,2750.800048828125,2736.06005859375,2748.22998046875,2748.22998046875,3579900000,87.86000061035156,88.19000244140625,87.41000366210938,87.81999969482422,81.82323455810547,18652200
2018-01-11,43.647499084472656,43.872501373291016,43.622501373291016,43.81999969482422,41.384010314941406,74670800,2752.969970703125,2767.56005859375,2752.780029296875,2767.56005859375,2767.56005859375,3645690000,88.12999725341797,88.12999725341797,87.23999786376953,88.08000183105469,82.06547546386719,17808900
2018-01-12,44.04499816894531,44.34000015258789,43.912498474121094,44.272499084472656,41.81135559082031,101672400,2770.179931640625,2787.85009765625,2769.639892578125,2786.239990234375,2786.239990234375,3587220000,88.66999816894531,89.77999877929688,88.44999694824219,89.5999984741211,83.4816665649414,24271500
2018-01-16,44.474998474121094,44.84749984741211,44.03499984741211,44.04750061035156,41.59886169433594,118263600,2798.9599609375,2807.5400390625,2768.639892578125,2776.419921875,2776.419921875,4362880000,90.0999984741211,90.79000091552734,88.01000213623047,88.3499984741211,82.31703186035156,36599700
2018-01-17,44.037498474121094,44.8125,43.76750183105469,44.775001525878906,42.285926818847656,137547200,2784.989990234375,2807.0400390625,2778.3798828125,2802.56005859375,2802.56005859375,3790340000,89.08000183105469,90.27999877929688,88.75,90.13999938964844,83.98480987548828,25621200
2018-01-18,44.842498779296875,45.025001525878906,44.5625,44.814998626708984,42.323692321777344,124773600,2802.39990234375,2805.830078125,2792.56005859375,2798.030029296875,2798.030029296875,3703300000,89.80000305175781,90.66999816894531,89.66000366210938,90.0999984741211,83.9475326538086,24159700
2018-01-19,44.65250015258789,44.89500045776367,44.352500915527344,44.6150016784668,42.13481140136719,129700400,2802.60009765625,2810.330078125,2798.080078125,2810.300048828125,2810.300048828125,3724230000,90.13999938964844,90.61000061035156,89.66000366210938,90.0,83.8543472290039,36875000
2018-01-22,44.32500076293945,44.44499969482422,44.150001525878906,44.25,41.79010009765625,108434400,2809.159912109375,2833.030029296875,2808.1201171875,2832.969970703125,2832.969970703125,3489480000,90.0,91.62000274658203,89.73999786376953,91.61000061035156,85.35442352294922,23601600
2018-01-23,44.32500076293945,44.86000061035156,44.20500183105469,44.2599983215332,41.79953384399414,130756400,2835.050048828125,2842.239990234375,2830.590087890625,2839.1298828125,2839.1298828125,3541140000,91.9000015258789,92.30000305175781,91.54000091552734,91.9000015258789,85.62462615966797,23412800
2018-01-24,44.3125,44.32500076293945,43.29999923706055,43.55500030517578,41.13373947143555,204420400,2845.419921875,2852.969970703125,2824.81005859375,2837.5400390625,2837.5400390625,4079270000,92.55000305175781,93.43000030517578,91.58000183105469,91.81999969482422,85.55007934570312,33277500
2018-01-25,43.627498626708984,43.73749923706055,42.63249969482422,42.77750015258789,40.399471282958984,166116000,2846.239990234375,2848.56005859375,2830.93994140625,2839.25,2839.25,3873100000,92.47000122070312,93.23999786376953,91.93000030517578,92.33000183105469,86.02526092529297,26383200
2018-01-26,43.0,43.0,42.51499938964844,42.877498626708984,40.49390411376953,156572000,2847.47998046875,2872.8701171875,2846.179931640625,2872.8701171875,2872.8701171875,3474680000,93.12000274658203,94.05999755859375,92.58000183105469,94.05999755859375,87.63712310791016,29172200
2018-01-29,42.540000915527344,42.540000915527344,41.76750183105469,41.9900016784668,39.655738830566406,202561600,2867.22998046875,2870.6201171875,2851.47998046875,2853.530029296875,2853.530029296875,3587420000,95.13999938964844,95.44999694824219,93.72000122070312,93.91999816894531,87.5066909790039,31569900
2018-01-30,41.38249969482422,41.842498779296875,41.17499923706055,41.74250030517578,39.42200469970703,184192800,2832.739990234375,2837.75,2818.27001953125,2822.429931640625,2822.429931640625,4012070000,93.30000305175781,93.66000366210938,92.0999984741211,92.73999786376953,86.40725708007812,38635100
